add_date,shop_id,product_id,category_id,price,title,old_price
2024-09-30 03:07:09,350,6773256,984,26990,55847 56144 46732 26240 34670,26990
2024-08-20 03:07:07,350,3777383,15784,1900,14034 51404 16761 46732 19785 44630,2690
2024-09-30 03:07:09,350,5275998,379,3900,55088 33867 40573 46732 29313 42949,5290
2024-07-24 03:07:02,350,6112256,10977,25590,13863 48557 19247 48369 30045 61824 54521,37990
2024-06-15 03:07:01,350,3704567,183,14490,38721 56144 46732 26240 44630,28990
2024-09-30 03:07:09,350,3726576,259,2690,37658 56144 52411 20330,3990
2024-09-25 00:07:10,350,5449570,8423,4380,314 40244 19265 40662 60380,4380
2024-09-26 03:07:08,350,2719571,1195,2040,47827 47212 46732 1799 37183 13637 55456,4090
2024-09-19 03:07:08,350,6796058,12563,20000,43899 46732 4703 56089 56629 52229 55986,20000
2024-09-30 03:07:09,350,5756984,619,1040,5814 46732 49152 30790 5491 52045 25810,1490
2024-06-26 03:07:00,350,1661408,8925,290,13863 57688 46732 29313 11389 42060 39630 47718,290
2024-09-30 03:07:09,350,5245127,2264,3590,59848 48557 44342 42060 57163 43664 56388,3590
2024-09-30 03:07:09,350,6181162,366,5990,36101 46732 49152 30790 54840,11990
2024-09-30 03:07:09,350,4871816,9164,690,13863 48557 20219 41995 40360,690
2024-08-17 03:07:10,350,1171607,1139,5840,28206 40244 56644 22382 32284 43664 56388,11690
2024-09-28 03:07:13,350,1734777,14603,4590,1007 17809 7951 43664 56388,4590
2024-09-24 00:07:10,350,3841996,59,560,20570 40244 58517 33056,1120
2024-09-30 03:07:09,350,6249335,40354,10490,56815 36072 23931,14990
2024-09-30 03:07:09,350,5300569,1025,10000,22804 48557 34496 42060 18432 54644,14290
2024-09-11 03:07:24,350,3733907,665,5490,30744 2349 46732 33875 14341 47300,10990
2024-09-30 03:07:09,350,6379322,1368,6999,47827 48557 55231 42060 3078 5491 52045 25810,6999
2024-05-15 06:07:42,350,5479606,304,8390,30744 60890 46732 33875 9535 4965 39257,11990
2024-07-03 03:07:41,350,4029177,208,17490,3898 51816 33867 24337 22609,34990
2024-09-30 03:07:09,350,1791466,14552,18590,32640 3821 48557 54856 56089 32899,18590
2024-09-30 03:07:09,350,5084341,433,2550,55088 46732 23819 23419,3790
2024-09-30 03:07:09,350,608972,408,2790,4736 46732 50635 61949,3990
2024-09-30 03:07:09,350,6178583,665,10100,56372 46732 51942 37040,17290
2024-09-30 03:07:09,350,2710077,2247,5310,56372 7258 46732 61904 33867 3350 14332 9335,6390
2024-09-30 03:07:09,350,4922502,1047,28990,57651 7258 46732 13039 43664 56388,39990
2024-09-30 03:07:09,350,5946803,418,11900,56372 47592 46732 26240 13945,11900
2024-09-30 03:07:09,350,6183019,56,3590,20246 58457 46732 26240 53888 26475,3590
2024-09-30 03:07:09,350,6199250,14552,2800,57255 31944 48557 44342 25569,2800
2024-09-30 03:07:09,350,6183271,545,15990,28812 36072 46732 29313 52878 43664 56388,15990
2024-03-27 05:06:44,350,841602,2264,1690,17301 7258 56824 17111 34345 24497 32034 1300 37281,1690
2024-08-28 03:07:08,350,1720305,7402,7400,25632 7567 46732 33875 47300,14890
2024-04-27 06:07:05,350,4978879,14549,8890,23569 49648 20930 21382,8890
2024-09-25 00:07:10,350,6625042,50448,11990,56372 7258 36660,11990
2024-09-23 12:07:17,350,880280,908,2710,30035 28258 46732 26240 60457 6844,5590
2024-09-18 03:07:18,350,5195662,14543,14990,57255 6543 61690,14990
2024-09-30 03:07:09,350,2141324,1038,2490,48986 55932 46732 55347 19785 64550 53563 28834 12759,4990
2024-09-30 03:07:09,350,3784105,8289,14490,29343 7829 48557 27128 46732 29313 52878 492,28990
2024-04-16 18:07:47,350,1524929,379,2090,30744 63132 53556,4190
2024-09-30 03:07:09,350,4073563,8859,3990,50667 49648 46732 26240 48437 56629 52229 55986,3990
2024-06-14 03:07:01,350,2636703,359,8990,20246 20621 44630,17990
2024-09-30 03:07:09,350,6219194,493,7490,55847 56144 34670,14990
2024-09-30 03:07:09,350,6146384,7332,3490,55847 56144 46732 26240 42949,4990
2024-09-30 03:07:09,350,4027529,363,3490,25402 302 33867 40573 42160,6990
2024-09-30 03:07:09,350,6618058,504,17500,42699 2349 34983 23931,17500
2024-08-15 03:07:06,350,967952,1256,5990,29343 46732 43664 56388,11990
2024-09-28 03:07:13,350,3787386,37703,4690,29258 46732 8183 19786 40573 60053,8990
2024-02-29 11:07:44,350,5888845,1309,1590,35922 60898 48557 44342 44630,2990
2024-04-03 05:06:49,350,1684486,16653,1590,50667 54908 53888 26475,1590
2024-09-24 00:07:10,350,6893646,7085,15990,37658 1045 16521 33867 28591 52513 61700,15990
2024-09-30 03:07:09,350,6549086,8916,1090,3488 51816 54273 15551 58189 7349 53888 26475,1290
2024-03-04 05:06:49,350,5082496,6649,15390,30744 60053,21990
2024-09-30 03:07:09,350,1857800,14603,10390,35578 45520,12090
2024-09-30 03:07:09,350,6626600,7081,6190,13863 48557 57075 13144 36951 47300,8990
2024-09-30 03:07:09,350,363235,1456,13990,4736 46732 49152 30790 55456,19990
2024-09-30 03:07:09,350,3727030,243,10490,32619 60053,14990
2024-09-17 03:07:10,350,1436548,849,9592,7568 40244 6211 14013 57154 22205,15992
2024-09-30 03:07:09,350,5049424,295,620,54940 42789 46732 26240 23931,890
2024-09-30 03:07:09,350,5095445,1625,3490,5814 46732 49152 30790 53888 26475,4990
2024-09-30 03:07:09,350,4972368,504,3320,53341 46732 26240 10505 24689,4890
2024-09-30 03:07:09,350,1544155,8916,1090,31799 1620 51404 10279 62134 12174,1090
2024-09-30 03:07:09,350,2728377,14603,9490,57651 37413 26884 46732 19785 42060 14296 1045,13990
2024-09-30 03:07:09,350,617862,908,3710,25402 3821 46732 4703 57163,3710
2024-05-05 06:07:36,350,1779120,7086,1990,37868 46732 52411 26240 40434 24890,4990
2024-09-30 03:07:09,350,5245236,16778,32190,29343 7829 46732 36316 55331,45990
2024-09-30 03:07:09,350,5497705,229,6400,36101 46732 26240 44630,8460
2024-04-25 06:07:53,350,6371808,455,860,1007 50347,990
2024-09-30 03:07:09,350,5150312,1378,6490,30035 28258 46732 33875 44630,12990
2024-09-30 03:07:09,350,6353161,229,6900,6214 28258 16382,10000
2024-09-30 03:07:09,350,1238969,185,34720,20513 28550 20861 21857 55456,69520
2024-09-30 03:07:09,350,5124367,2178,4990,3898 20621 9898 46732 23611 26240 61030,9990
2024-09-30 03:07:09,350,1364520,424,2090,56372 48557 27128 46732 26240 23931,4190
2024-09-30 03:07:09,350,6451037,984,10490,55847 56144 46732 26240 29960 492,14990
2024-09-30 03:07:09,350,5103504,1221,8990,30744 21092 48557 44342 5360 50413,17990
2024-09-30 03:07:09,350,5922804,14549,8390,32026 46732 26240 28834 26245 20410,11990
2024-09-30 03:07:09,350,5929542,6931,17890,13863 60597 28551 50347,26790
2024-09-27 03:07:08,350,3895058,8859,2460,13863 48557 57075 3434 11437 41410,4120
2024-09-30 03:07:09,350,5326925,410,8390,55847 46732 26240 63429 42060 47333 33867 37543 59238,11990
2024-07-18 03:08:03,350,6300323,455,2090,5814 19652 46732 15838 44630,2990
2024-09-30 03:07:09,350,1505305,364,4290,54940 42789 46732 53636 37040,8590
2024-09-30 03:07:09,350,5007656,2176,13590,29343 7829 46732 26240 40025,13590
2024-09-30 03:07:09,350,6188064,1037,1350,55088 48557 25769 42060 57163 20382,1900
2024-09-30 03:07:09,350,1883821,1278,2540,25402 627ly 21271,4090
2024-06-15 03:07:01,350,1716894,410,2790,55805 56100 46732 13039 9141 37040,5590
2024-06-05 03:06:58,350,6287947,7336,2090,59848 48557 44342 46732 13039 44630,2990
2024-09-25 00:07:10,350,6891303,50448,4590,55847 46732 26240 40025,4590
2024-09-30 03:07:09,350,6146798,7086,22870,29343 7829 46732 29313 52878 32899,38790
2024-03-27 05:06:44,350,626023,14547,3230,18203 46732 26240 37274,6470
2024-03-04 05:06:49,350,6148182,1139,1040,5814 20530 21857 54840,1490
2024-09-30 03:07:09,350,3868445,1862,14990,59848 41482 27517,14990
2024-03-27 05:06:44,350,1293505,7088,1500,20246 58457 46732 26240 44630,3000
2024-09-30 03:07:09,350,5938610,14813,10990,64903 60664 64480,10990
2024-09-25 00:07:10,350,1304596,410,7990,13863 48557 57075 20238 18197 37458 59236,7990
2024-09-25 00:07:10,350,6923721,50448,620,13863 48557 57075 39619 20238 23419,890
2024-09-30 03:07:09,350,6521621,625,1600,5814 46732 49152 30790 44630,2290
2024-08-13 03:07:08,350,4003844,1702,10490,57651 50177 12675 13731 14810,20990
2024-06-26 03:07:00,350,5909290,8859,5590,39298 13065 46732 33875 14810,5590
2024-09-30 03:07:09,350,6181150,1632,1590,56815 46732 27363 55620 50785,3190
2024-09-30 03:07:09,350,1413505,7095,2590,20246 58457 44630,2590
2024-09-26 03:07:08,350,3813826,228,3260,38721 46732 10646 52513 24600 24905,4620
2024-09-30 03:07:09,350,6195854,365,1190,25402 64080 34670,1990
2024-04-09 18:08:12,350,3772878,7086,22960,29343 2349 46732 41991 23931,45920
2024-09-30 03:07:09,350,6305123,7076,3590,30744 45900 44630,3590
2024-09-25 00:07:10,350,6800381,50448,11290,59848 33437 34156 21991 55620 50785,11290
2024-05-15 06:07:42,350,3755827,1068,1740,20184 28258 9898 55633 30499 57149,3490
2024-09-25 00:07:10,350,6419232,50448,2590,56372 46732 65431 40662 12879 10859,2590
2024-09-30 03:07:09,350,6275172,257,9090,59848 48557 25769 42060 10898 55456,12990
2024-07-03 03:07:41,350,1126416,438,4490,56372 46732 26240 44630,10990
2024-09-30 03:07:09,350,3848533,1338,690,42922 20530 21857 21353 12226 7152,990
2024-09-30 03:07:09,350,3198784,59,1290,28097 48557 44336 42160,2590
2024-09-30 03:07:09,350,1314103,6567,830,7027 49772 46367,1670
2024-09-30 03:07:09,350,6186612,8916,490,39413 46732 21056 38485,490
2024-09-25 00:07:10,350,6660111,50448,4490,55805 43086 21857 21991 33993 28677,4490
2024-09-30 03:07:09,350,6322035,984,590,55847 56144 46732 26240 31787,990
2024-09-30 03:07:09,350,5097247,1895,8990,57422 48557 44342 42060 53888 59230,10990
2024-06-26 03:07:00,350,5356322,2251,8603,10963 342 53319 31721,11133
2024-09-30 03:07:09,350,6184034,56,5590,31650 46732 26963 26240 29504,5590
2024-09-30 03:07:09,350,5970891,14999,3110,13863 48557 56994 26620 49545 44477 27783,3110
2024-07-04 03:07:06,350,4850442,7975,9990,13863 48557 44972 37040,19990
2024-09-24 00:07:10,350,6861771,59,1290,57651 50177 5473 56270 53887,1290
2024-09-30 03:07:09,350,5954177,7076,1790,3898 51816 50178 20281 60963 12531 61429,3590
2024-09-30 03:07:09,350,5452356,7076,1990,3898 51816 55620 50785 27537,1990
2024-09-30 03:07:09,350,6228936,1202,3990,13863 48557 57075 21991 44999 46732 59316 46732 26240 44624 18639 26884 26475,6990
2024-09-30 03:07:09,350,4916909,332,1690,30744 45900 46732 26240 52411 20330,1690
2024-03-27 05:06:44,350,1566106,323,5990,20246 58457 46732 26240 44630,11990
2024-09-11 03:07:24,350,816355,378,690,7027 2065 61470 61123,690
2024-09-30 03:07:09,350,4934308,2067,5190,47578 62939 46732 18087 17506 39480,5190
2024-09-30 03:07:09,350,1220217,8859,1490,24887 15243 46732 38594 43215,4990
2024-09-30 03:07:09,350,3850515,6931,1490,48288 60458 40244 3547 64419,1490
2024-09-30 03:07:09,350,3747776,455,7900,17751 3137 10857 33867 42593 44630,7900
2024-09-26 03:07:08,350,6122306,429,1690,3086 24438 51404 36507 20330,3390
2024-09-30 03:07:09,350,3754919,1256,5990,55847 56144 46732 33875 42442 43215,9990
2024-09-16 03:07:11,350,1810509,8859,2190,"2486 No.46669 33008 30031 14332 16296 32,16294 34936 17614",4390
2024-09-30 03:07:09,350,6178217,504,1460,55847 46732 26240 49772 46367 60036 63016 54521,2020
2024-09-30 03:07:09,350,3885295,2060,3990,16712 13302 46732 8637 60457 6844,5990
2024-09-30 03:07:09,350,4084037,2111,14140,43899 29273 39454 49196,20490
2024-09-30 03:07:09,350,5426590,7975,3490,14730 56144 46732 26240 46732 33875 54840,4490
2024-09-30 03:07:09,350,4898857,629,290,13863 48557 57075 21991 52042,290
2024-09-25 00:07:10,350,7096766,56307,9990,28097 17493,9990
2024-09-30 03:07:09,350,6464927,460,11490,3270 3004 63323,22990
